Date;Heure;prod_eolienne_MWh;prod_solaire_MWh
2023-02-20;12:00;1950;5438
2023-02-20;19:00;2193;4
2023-02-20;21:00;2309;2
2023-02-21;00:00;2032;1
2023-02-21;05:00;1462;0
2023-02-21;06:00;1400;0
2023-02-21;08:00;1722;422
2023-02-21;10:00;1128;2604
2023-02-21;23:00;3116;0
2023-02-22;02:00;3194;0
2023-02-22;13:00;2551;1782
2023-02-22;20:00;1628;0
2023-02-22;22:00;1445;0
2023-02-23;01:00;1239;0
2023-02-23;08:00;1926;228
2023-02-23;12:00;2482;1832
2023-02-23;17:00;4204;211
2023-02-24;00:00;6610;0
2023-02-24;06:00;4969;0
2023-02-24;08:00;4588;285
2023-02-24;09:00;4165;990
2023-02-24;10:00;3954;1868
2023-02-25;01:00;3436;0
2023-02-25;03:00;3693;0
2023-02-25;05:00;3835;0
2023-02-25;18:00;8042;25
2023-02-25;22:00;10754;0
2023-02-26;01:00;10720;0
2023-02-26;02:00;10595;0
2023-02-26;04:00;10414;0
2023-02-26;05:00;10655;0
2023-02-26;11:00;16294;5503
2023-02-26;13:00;16884;5341
2023-02-26;15:00;17220;4006
2023-02-26;18:00;15527;97
2023-02-26;21:00;14334;2
2023-02-27;05:00;12734;0
2023-02-27;06:00;12619;0
2023-02-27;09:00;12067;1740
2023-02-27;11:00;13987;3385
2023-02-27;12:00;14342;3752
2023-02-27;16:00;14488;1763
2023-02-27;20:00;11557;0
2023-02-28;04:00;8741;0
2023-02-28;06:00;8729;0
2023-02-28;11:00;7985;4141
2023-02-28;13:00;8251;3891
2023-02-28;15:00;7596;2605
2023-02-28;21:00;6721;2
2023-03-01;06:00;7940;2
2023-03-01;08:00;7856;893
2023-03-01;19:00;7704;3
2023-03-02;10:00;1949;3004
2023-03-02;12:00;1828;4622
2023-03-02;22:00;4764;1
2023-03-03;06:00;4324;1
2023-03-03;14:00;3761;4299
2023-03-03;15:00;3987;3408
2023-03-03;20:00;5743;3
2023-03-04;13:00;3194;5375
2023-03-04;18:00;2983;126
2023-03-04;22:00;3465;3
2023-03-05;00:00;2760;2
2023-03-05;11:00;965;5230
2023-03-05;14:00;712;5347
2023-03-06;06:00;1480;2
2023-03-06;18:00;4171;120
2023-03-07;00:00;6646;3
2023-03-07;02:00;6462;3
2023-03-07;03:00;6327;3
2023-03-07;04:00;6081;3
2023-03-07;05:00;5875;2
2023-03-07;11:00;7470;2852
2023-03-07;15:00;8965;1686
2023-03-08;12:00;13345;2545
2023-03-08;15:00;12489;1781
2023-03-08;18:00;11688;63
2023-03-08;21:00;13228;1
2023-03-09;01:00;14823;0
2023-03-09;03:00;14402;0
2023-03-09;06:00;13492;1
2023-03-09;12:00;13647;3841
2023-03-09;14:00;13513;3682
2023-03-09;18:00;13675;149
2023-03-09;20:00;15697;1
2023-03-10;00:00;15950;2
2023-03-10;01:00;15778;3
2023-03-10;02:00;15452;2
2023-03-10;13:00;16346;3322
2023-03-10;18:00;8548;47
2023-03-10;20:00;5101;1
2023-03-11;02:00;3195;2
2023-03-11;09:00;3665;1568
2023-03-11;12:00;3528;2876
2023-03-11;13:00;3728;2952
2023-03-11;14:00;3922;2744
2023-03-11;19:00;3997;1
2023-03-11;21:00;5073;2
2023-03-11;22:00;5370;3
2023-03-12;01:00;6075;4
2023-03-12;02:00;6270;3
2023-03-12;12:00;9262;4251
2023-03-12;20:00;11294;5
2023-03-12;23:00;13400;4
2023-03-13;10:00;13862;3539
2023-03-13;13:00;14654;4619
2023-03-13;15:00;14586;3130
2023-03-13;21:00;15947;2
2023-03-13;22:00;16001;2
2023-03-14;02:00;15551;1
2023-03-14;06:00;15817;1
2023-03-14;13:00;15683;4314
2023-03-14;17:00;9164;1304
2023-03-14;18:00;7176;213
2023-03-14;21:00;5195;3
2023-03-15;03:00;4407;1
2023-03-15;06:00;2625;2
2023-03-15;08:00;2007;1430
2023-03-15;11:00;1547;4987
2023-03-15;12:00;1795;5403
2023-03-15;20:00;2795;6
2023-03-15;21:00;3647;5
2023-03-16;02:00;6638;3
2023-03-16;06:00;7870;2
2023-03-16;09:00;6020;3862
2023-03-17;11:00;6978;3533
2023-03-17;15:00;8112;3189
2023-03-17;17:00;6838;1263
2023-03-17;21:00;7263;2
2023-03-18;13:00;7023;4133
2023-03-18;15:00;6655;2595
2023-03-18;19:00;4425;3
2023-03-19;06:00;2682;1
2023-03-19;10:00;3423;2596
2023-03-19;15:00;4848;3488
2023-03-19;16:00;4328;2525
2023-03-19;20:00;2794;2
2023-03-19;21:00;2513;2
2023-03-20;06:00;2566;4
2023-03-20;12:00;2577;6068
2023-03-20;22:00;2344;5
2023-03-21;01:00;3185;3
2023-03-21;02:00;3794;2
2023-03-21;03:00;4095;2
2023-03-21;05:00;4085;1
2023-03-21;08:00;4189;1448
2023-03-21;09:00;3997;2655
2023-03-21;11:00;3782;3809
2023-03-21;16:00;5842;2435
2023-03-21;17:00;5828;1402
2023-03-21;22:00;8013;4
2023-03-22;11:00;11327;4790
2023-03-22;12:00;11343;4923
2023-03-22;13:00;11603;4704
2023-03-23;00:00;12887;3
2023-03-23;03:00;13040;1
2023-03-23;07:00;11479;198
2023-03-23;08:00;11281;910
2023-03-23;09:00;11235;1938
2023-03-23;13:00;12611;3920
2023-03-24;00:00;13325;1
2023-03-24;07:00;11367;240
2023-03-24;09:00;12864;1738
2023-03-24;14:00;14920;3100
2023-03-24;16:00;14703;2210
2023-03-24;17:00;14385;1250
2023-03-25;01:00;15566;1
2023-03-25;04:00;15210;0
2023-03-25;11:00;13682;4740
2023-03-25;17:00;11615;1367
2023-03-25;22:00;7059;2
2023-03-26;06:00;11150;0
2023-03-26;10:00;14451;2222
2023-03-26;18:00;8432;1177
2023-03-27;03:00;6793;0
2023-03-27;06:00;5148;1
2023-03-27;09:00;3320;1909
2023-03-27;14:00;3669;4528
2023-03-27;16:00;3551;3910
2023-03-27;17:00;3722;2966
2023-03-28;08:00;5489;722
2023-03-28;15:00;4946;5647
2023-03-28;18:00;5567;1765
2023-03-29;06:00;4503;1
2023-03-29;10:00;4187;3009
2023-03-29;13:00;5626;5371
2023-03-30;02:00;10470;1
2023-03-30;03:00;10304;1
2023-03-30;05:00;12151;0
2023-03-30;06:00;11515;1
2023-03-30;08:00;11394;408
2023-03-30;09:00;11927;1239
2023-03-30;14:00;13268;4950
2023-03-30;18:00;10823;1530
2023-03-30;20:00;8612;9
2023-03-31;02:00;7071;0
2023-03-31;04:00;7540;0
2023-03-31;07:00;8812;6
2023-03-31;08:00;8866;141
2023-03-31;10:00;9026;1045
2023-03-31;12:00;9207;1856
2023-03-31;15:00;9344;1912
2023-03-31;20:00;9370;7
2023-03-31;21:00;9281;0
2023-04-01;14:00;13078;4062
2023-04-01;15:00;12627;3741
2023-04-02;01:00;8789;0
2023-04-02;03:00;8956;0
2023-04-02;04:00;8862;0
2023-04-02;08:00;9648;464
2023-04-02;11:00;9426;3144
2023-04-02;20:00;7246;10
2023-04-02;21:00;7141;1
2023-04-03;04:00;5012;0
2023-04-03;05:00;5391;0
2023-04-03;06:00;5706;1
2023-04-03;23:00;8798;2
2023-04-04;01:00;8060;1
2023-04-04;03:00;7157;0
2023-04-04;06:00;6860;1
2023-04-04;12:00;4972;6667
2023-04-05;01:00;2637;2
2023-04-05;04:00;1547;0
2023-04-05;07:00;1238;77
2023-04-05;22:00;1323;4
2023-04-05;23:00;1289;3
2023-04-06;01:00;1251;2
2023-04-06;04:00;1622;0
2023-04-06;06:00;1932;1
2023-04-06;08:00;2651;747
2023-04-06;13:00;5029;5694
2023-04-07;01:00;2469;1
2023-04-07;11:00;1123;5336
2023-04-07;21:00;3150;5
2023-04-08;02:00;3665;2
2023-04-08;04:00;3298;0
2023-04-08;06:00;3734;1
2023-04-08;07:00;3874;93
2023-04-08;11:00;1663;6283
2023-04-08;15:00;1618;6584
2023-04-08;23:00;4380;3
2023-04-09;03:00;3592;1
2023-04-09;07:00;2875;123
2023-04-09;08:00;2599;1097
2023-04-09;13:00;742;7062
2023-04-09;22:00;3151;3
2023-04-10;07:00;5189;109
2023-04-10;14:00;5999;3340
2023-04-10;19:00;9644;402
2023-04-11;14:00;6034;5270
2023-04-11;19:00;6309;626
2023-04-11;21:00;8394;3
2023-04-12;01:00;11856;0
2023-04-12;02:00;11754;0
2023-04-12;04:00;11097;0
2023-04-12;05:00;10695;0
2023-04-12;16:00;14833;2831
2023-04-12;18:00;14672;1446
2023-04-12;22:00;15652;1
2023-04-13;04:00;13736;0
2023-04-13;05:00;12846;1
2023-04-13;06:00;12181;1
2023-04-13;12:00;8063;4783
2023-04-13;13:00;7643;4773
2023-04-13;14:00;7132;4650
2023-04-13;20:00;3664;48
2023-04-14;03:00;4524;0
2023-04-14;05:00;4326;1
2023-04-14;18:00;8096;1074
2023-04-15;03:00;6023;0
2023-04-15;05:00;6381;1
2023-04-15;13:00;8440;5321
2023-04-15;15:00;8835;4799
2023-04-15;17:00;9631;3519
2023-04-15;23:00;7615;2
2023-04-16;07:00;4448;171
2023-04-16;08:00;3915;1134
2023-04-16;10:00;3130;4421
2023-04-16;12:00;3402;6034
2023-04-16;13:00;3708;6202
2023-04-16;23:00;3660;2
2023-04-17;01:00;3699;2
2023-04-17;04:00;3496;0
2023-04-17;12:00;3842;5803
2023-04-17;19:00;5985;772
2023-04-17;21:00;6473;3
2023-04-17;23:00;7237;2
2023-04-18;00:00;7367;2
2023-04-18;03:00;7172;0
2023-04-18;05:00;6475;1
2023-04-18;14:00;6674;5076
2023-04-19;02:00;7898;0
2023-04-19;07:00;6614;226
2023-04-19;16:00;4902;5207
2023-04-19;17:00;4826;4136
2023-04-20;05:00;8295;1
2023-04-20;21:00;3405;1
2023-04-20;23:00;3579;1
2023-04-21;01:00;3360;0
2023-04-21;06:00;2937;3
2023-04-21;10:00;1821;4176
2023-04-21;14:00;1922;5997
2023-04-22;05:00;4806;0
2023-04-22;15:00;6550;3372
2023-04-22;17:00;5764;2512
2023-04-22;19:00;4629;731
2023-04-22;23:00;6490;1
2023-04-23;03:00;6959;0
2023-04-23;04:00;6848;0
2023-04-23;06:00;6634;5
2023-04-23;08:00;7139;1041
2023-04-23;10:00;7281;2727
2023-04-23;17:00;13932;2217
2023-04-24;00:00;9517;1
2023-04-24;01:00;9421;0
2023-04-24;06:00;7671;5
2023-04-24;09:00;4783;2461
2023-04-25;07:00;2608;201
2023-04-25;08:00;2149;865
2023-04-25;13:00;2078;4544
2023-04-25;18:00;1807;1446
2023-04-26;02:00;2714;0
2023-04-26;09:00;865;2328
2023-04-26;23:00;1550;0
2023-04-27;04:00;1278;0
2023-04-27;06:00;1205;11
2023-04-27;10:00;1163;4054
2023-04-27;13:00;1453;5444
2023-04-28;09:00;3884;2542
2023-04-28;22:00;3113;2
2023-04-29;00:00;2582;0
2023-04-29;06:00;1447;7
2023-04-29;07:00;1410;183
2023-04-29;08:00;1266;716
2023-04-29;17:00;1672;2707
2023-04-29;22:00;2737;1
2023-04-29;23:00;2867;0
2023-04-30;15:00;2271;4925
2023-04-30;16:00;2157;4414
2023-04-30;18:00;1996;2110
2023-04-30;20:00;1727;149
2023-04-30;21:00;1815;1
2023-05-01;09:00;2277;2178
2023-05-01;10:00;2479;3108
2023-05-01;11:00;2769;3926
2023-05-01;12:00;3280;4481
2023-05-01;14:00;4479;5057
2023-05-01;16:00;5297;4658
2023-05-01;19:00;4305;1151
2023-05-02;01:00;3817;1
2023-05-02;02:00;3472;1
2023-05-02;10:00;1746;5167
2023-05-02;18:00;4071;3161
2023-05-03;10:00;3642;5785
2023-05-03;11:00;4795;6814
2023-05-03;14:00;5489;7383
2023-05-03;16:00;5539;6252
2023-05-03;18:00;5684;3056
2023-05-04;02:00;9615;1
2023-05-04;03:00;9196;0
2023-05-04;06:00;8424;29
2023-05-04;11:00;4787;6022
2023-05-04;17:00;5704;4298
2023-05-05;00:00;3275;1
2023-05-05;02:00;2977;0
2023-05-05;03:00;2911;0
2023-05-05;06:00;2185;26
2023-05-05;07:00;2163;397
2023-05-05;10:00;2295;3906
2023-05-05;11:00;2203;5119
2023-05-06;05:00;1654;1
2023-05-06;06:00;1646;31
2023-05-06;08:00;1172;1769
2023-05-06;10:00;622;4784
2023-05-06;15:00;617;5855
2023-05-07;09:00;1000;1830
2023-05-07;12:00;1060;4147
2023-05-07;18:00;2020;2269
2023-05-08;11:00;1614;3979
2023-05-08;12:00;1660;4619
2023-05-08;22:00;1692;2
2023-05-09;02:00;2830;1
2023-05-09;03:00;2960;0
2023-05-09;05:00;2752;1
2023-05-09;08:00;3190;833
2023-05-09;13:00;3778;2698
2023-05-09;18:00;6657;1417
2023-05-09;22:00;6918;1
2023-05-10;07:00;5976;473
2023-05-10;09:00;5453;3068
2023-05-10;15:00;6349;5292
2023-05-10;17:00;5860;3743
2023-05-10;20:00;4016;254
2023-05-10;21:00;3701;7
2023-05-10;22:00;3481;2
2023-05-10;23:00;3553;2
2023-05-11;04:00;2150;1
2023-05-11;07:00;1573;468
2023-05-11;10:00;1232;3970
2023-05-11;16:00;2156;4428
2023-05-11;21:00;2643;7
2023-05-12;04:00;2859;0
2023-05-12;06:00;2912;36
2023-05-12;08:00;2751;1560
2023-05-12;10:00;3011;3834
2023-05-12;13:00;3819;4148
2023-05-12;18:00;3976;1615
2023-05-12;19:00;3966;763
2023-05-12;23:00;4746;1
2023-05-13;06:00;4691;35
2023-05-13;07:00;4368;421
2023-05-13;08:00;3780;1443
2023-05-13;09:00;3335;2727
2023-05-13;10:00;3223;3863
2023-05-13;15:00;6553;4339
2023-05-13;16:00;6987;3741
2023-05-13;17:00;6776;2748
2023-05-13;18:00;6458;1879
2023-05-13;20:00;5354;227
2023-05-14;00:00;5187;1
2023-05-14;08:00;2382;1409
2023-05-14;12:00;1909;5435
2023-05-14;17:00;3407;3931
2023-05-15;09:00;2085;2614
2023-05-15;11:00;2877;4832
2023-05-15;12:00;3613;5655
2023-05-15;19:00;8756;959
2023-05-15;21:00;8954;14
2023-05-15;22:00;8285;2
2023-05-16;06:00;7824;44
2023-05-16;09:00;8084;2873
2023-05-16;12:00;8474;5704
2023-05-16;16:00;9554;5197
2023-05-16;21:00;7358;14
2023-05-17;12:00;7181;6480
2023-05-18;07:00;4428;544
2023-05-18;10:00;2555;4512
2023-05-18;11:00;3794;5404
2023-05-18;17:00;5975;3010
2023-05-18;19:00;5757;1004
2023-05-19;03:00;5791;0
2023-05-19;04:00;5494;0
2023-05-19;06:00;5032;61
2023-05-19;13:00;4892;5361
2023-05-19;20:00;5849;221
2023-05-19;22:00;7292;1
2023-05-19;23:00;7526;1
2023-05-20;03:00;7231;0
2023-05-20;05:00;6492;1
2023-05-20;08:00;5040;1382
2023-05-20;13:00;6607;4501
2023-05-20;14:00;4932;2829
2023-05-21;04:00;5271;1
2023-05-21;16:00;2476;1922
2023-05-21;17:00;3859;2339
2023-05-22;01:00;3552;1
2023-05-22;02:00;3073;0
2023-05-22;03:00;2796;0
2023-05-22;16:00;2845;4127
2023-05-22;21:00;4947;13
2023-05-23;03:00;4381;0
2023-05-23;05:00;4814;1
2023-05-23;07:00;5502;483
2023-05-23;15:00;7082;4599
2023-05-23;16:00;7376;3917
2023-05-23;23:00;7142;0
2023-05-24;07:00;5389;653
2023-05-24;14:00;5289;5662
2023-05-24;18:00;7735;2512
2023-05-24;23:00;6531;0
2023-05-25;08:00;5917;1718
2023-05-25;15:00;9055;5625
2023-05-25;17:00;8359;4168
2023-05-25;22:00;7749;1
2023-05-26;03:00;6529;0
2023-05-26;06:00;5804;100
2023-05-26;11:00;3870;6678
2023-05-26;12:00;4816;7183
2023-05-26;13:00;5234;7204
2023-05-26;18:00;6668;3253
2023-05-26;22:00;8640;0
2023-05-27;05:00;6707;1
2023-05-27;15:00;1427;4023
2023-05-27;17:00;1956;4249
2023-05-28;08:00;2214;2225
2023-05-28;09:00;1247;3782
2023-05-28;10:00;1006;3609
2023-05-28;12:00;2304;4477
2023-05-28;14:00;2484;4075
2023-05-28;15:00;2801;3649
2023-05-28;19:00;7077;1259
2023-05-28;23:00;9844;0
2023-05-29;00:00;9776;0
2023-05-29;01:00;9114;0
2023-05-29;03:00;8511;0
2023-05-29;22:00;10666;1
2023-05-30;15:00;8062;6260
2023-05-30;20:00;9657;383
2023-05-30;23:00;9864;0
2023-05-31;05:00;6757;1
2023-05-31;07:00;5402;636
2023-05-31;18:00;7790;2481
2023-06-01;08:00;3995;1941
2023-06-01;12:00;3158;6092
2023-06-01;15:00;4198;5400
2023-06-01;16:00;4725;4765
2023-06-01;18:00;6350;2758
2023-06-01;19:00;7327;1402
2023-06-01;23:00;8101;1
2023-06-02;17:00;5464;3763
2023-06-03;01:00;6848;0
2023-06-03;04:00;5981;0
2023-06-03;06:00;5205;114
2023-06-03;08:00;2758;2090
2023-06-04;12:00;2510;3925
2023-06-04;14:00;2208;3492
2023-06-04;23:00;6689;1
2023-06-05;09:00;1871;3583
2023-06-05;10:00;1572;5146
2023-06-05;14:00;2910;6292
2023-06-05;20:00;5295;413
2023-06-06;05:00;5323;2
2023-06-06;13:00;2420;6413
2023-06-06;20:00;3862;458
2023-06-07;00:00;5454;1
2023-06-07;02:00;4933;1
2023-06-07;10:00;2023;4990
2023-06-07;12:00;2434;6589
2023-06-07;18:00;3881;2527
2023-06-07;23:00;5602;0
2023-06-08;01:00;5211;1
2023-06-08;06:00;4472;124
2023-06-08;08:00;2944;2094
2023-06-08;11:00;2569;5854
2023-06-08;13:00;3239;5916
2023-06-08;15:00;2928;5460
2023-06-08;19:00;3028;1280
2023-06-08;21:00;4072;39
2023-06-08;23:00;4932;1
2023-06-09;02:00;5289;0
2023-06-09;13:00;3543;3783
2023-06-09;18:00;2827;1970
2023-06-10;00:00;3196;2
2023-06-10;08:00;1226;1763
2023-06-10;13:00;1507;5775
2023-06-10;15:00;2044;5223
2023-06-10;17:00;1999;3911
2023-06-10;18:00;1889;2690
2023-06-11;00:00;1638;1
2023-06-11;03:00;1819;0
2023-06-11;09:00;718;3563
2023-06-11;11:00;604;5772
2023-06-11;12:00;601;5709
2023-06-11;17:00;2316;3095
2023-06-11;19:00;3427;1248
2023-06-11;22:00;1941;0
2023-06-12;03:00;1562;0
2023-06-12;07:00;1406;707
2023-06-12;15:00;766;4487
2023-06-12;19:00;2188;1013
2023-06-13;00:00;3181;0
2023-06-13;14:00;2699;5384
2023-06-13;19:00;3892;1178
2023-06-14;00:00;4781;0
2023-06-14;02:00;3681;0
2023-06-14;03:00;3213;0
2023-06-14;07:00;2555;633
2023-06-14;14:00;1348;6365
2023-06-15;18:00;2123;3239
2023-06-16;06:00;874;139
2023-06-16;13:00;283;6960
2023-06-17;00:00;1488;0
2023-06-17;11:00;294;5767
2023-06-17;16:00;693;5054
2023-06-17;21:00;1124;32
2023-06-18;06:00;2464;114
2023-06-18;07:00;2017;631
2023-06-18;08:00;1615;1521
2023-06-18;16:00;4181;4188
2023-06-18;22:00;3048;0
2023-06-19;10:00;750;3488
2023-06-19;13:00;963;5447
2023-06-19;15:00;1365;3995
2023-06-19;23:00;2865;0
2023-06-20;04:00;3254;0
2023-06-20;06:00;3619;116
2023-06-20;13:00;3142;4831
2023-06-20;16:00;4618;3394
2023-06-20;18:00;3711;1965
2023-06-20;19:00;2409;1096
2023-06-20;23:00;1073;1
2023-06-21;08:00;729;1374
2023-06-21;12:00;281;4496
2023-06-21;17:00;505;2688
2023-06-21;23:00;2972;1
2023-06-22;02:00;3109;0
2023-06-22;04:00;3405;0
2023-06-22;08:00;3390;920
2023-06-22;12:00;4151;3723
2023-06-22;13:00;4845;4084
2023-06-22;20:00;4287;536
2023-06-23;05:00;1617;3
2023-06-23;12:00;1062;6772
2023-06-23;17:00;1766;4819
2023-06-23;20:00;1806;582
2023-06-23;21:00;1879;77
2023-06-23;22:00;2027;2
2023-06-24;06:00;2650;117
2023-06-24;07:00;2463;746
2023-06-24;13:00;1364;7396
2023-06-24;19:00;1317;1849
2023-06-25;00:00;2920;1
2023-06-25;01:00;3112;1
2023-06-25;02:00;3094;0
2023-06-25;10:00;646;5333
2023-06-25;12:00;1151;6422
2023-06-25;14:00;1520;4595
2023-06-25;19:00;4162;1534
2023-06-25;23:00;5495;2
2023-06-26;00:00;5461;1
2023-06-26;02:00;5545;0
2023-06-26;07:00;3295;647
2023-06-26;11:00;3096;5452
2023-06-26;12:00;3575;6047
2023-06-26;17:00;4726;4312
2023-06-26;20:00;3960;560
2023-06-27;09:00;837;3356
2023-06-27;16:00;1901;5250
2023-06-27;18:00;2099;2888
2023-06-28;16:00;816;5489
2023-06-28;21:00;1402;60
2023-06-29;03:00;1081;0
2023-06-29;04:00;920;1
2023-06-29;15:00;2084;4711
2023-06-29;19:00;3850;1031
2023-06-29;23:00;2691;0
2023-06-30;00:00;2568;0
2023-06-30;01:00;2682;0
2023-06-30;11:00;2684;3946
2023-06-30;14:00;4493;4589
2023-06-30;18:00;5811;2404
2023-06-30;19:00;5742;1273
2023-06-30;20:00;5152;439
2023-07-01;02:00;7544;0
2023-07-01;07:00;7747;432
2023-07-01;09:00;8077;1967
2023-07-01;14:00;9647;3902
2023-07-01;21:00;7023;43
2023-07-02;01:00;5961;0
2023-07-02;03:00;4860;0
2023-07-02;05:00;3064;1
2023-07-02;06:00;2918;43
2023-07-02;11:00;2548;3012
2023-07-02;15:00;4483;3539
2023-07-02;20:00;5802;523
2023-07-03;03:00;3708;0
2023-07-03;05:00;3525;1
2023-07-03;11:00;4534;4767
2023-07-03;15:00;6157;5570
2023-07-03;19:00;6965;1694
2023-07-03;23:00;4243;1
2023-07-04;00:00;4221;0
2023-07-04;04:00;1972;0
2023-07-04;07:00;1057;596
2023-07-04;12:00;2680;5420
2023-07-04;14:00;4086;5354
2023-07-04;16:00;5409;4604
2023-07-04;17:00;5633;3866
2023-07-04;20:00;6709;462
2023-07-05;04:00;10384;0
2023-07-05;07:00;8127;623
2023-07-05;08:00;7466;1763
2023-07-05;11:00;7061;5071
2023-07-05;14:00;7309;5317
2023-07-06;04:00;1055;0
2023-07-06;05:00;914;2
2023-07-06;12:00;388;6504
2023-07-06;13:00;382;6684
2023-07-07;00:00;3243;0
2023-07-07;03:00;4154;0
2023-07-07;06:00;4401;88
2023-07-07;08:00;2771;1915
2023-07-07;09:00;1689;3635
2023-07-07;11:00;2055;6181
2023-07-07;19:00;3140;1135
2023-07-08;00:00;5420;1
2023-07-08;06:00;3495;79
2023-07-08;08:00;1789;1897
2023-07-08;16:00;1673;5624
2023-07-08;17:00;1465;4562
2023-07-08;20:00;1046;493
2023-07-08;21:00;1060;65
2023-07-09;14:00;1600;6144
2023-07-09;16:00;1395;5223
2023-07-09;23:00;1731;0
2023-07-10;16:00;2093;5882
2023-07-10;20:00;961;527
2023-07-11;00:00;1182;1
2023-07-11;01:00;1310;0
2023-07-11;09:00;1568;3117
2023-07-11;19:00;6243;1221
2023-07-11;20:00;5736;411
2023-07-12;01:00;3499;0
2023-07-13;00:00;3566;0
2023-07-13;03:00;2799;0
2023-07-13;05:00;2167;1
2023-07-13;06:00;1919;66
2023-07-13;07:00;1816;557
2023-07-13;11:00;2617;5687
2023-07-13;12:00;3159;5974
2023-07-14;02:00;596;1
2023-07-14;05:00;1153;1
2023-07-14;07:00;2799;581
2023-07-15;01:00;7860;0
2023-07-15;05:00;5432;1
2023-07-15;07:00;5116;397
2023-07-15;13:00;7588;2719
2023-07-15;16:00;7543;2526
2023-07-15;18:00;11664;2108
2023-07-15;20:00;9742;362
2023-07-16;03:00;6690;0
2023-07-16;06:00;5395;30
2023-07-16;12:00;4702;3419
2023-07-16;13:00;4479;3509
2023-07-17;09:00;1011;2950
2023-07-17;14:00;4144;6407
2023-07-18;00:00;1146;1
2023-07-18;03:00;2570;0
2023-07-18;14:00;810;6323
2023-07-18;15:00;1014;6076
2023-07-18;17:00;1727;4385
2023-07-18;21:00;2502;48
2023-07-19;02:00;2966;0
2023-07-19;06:00;3619;46
2023-07-19;12:00;4458;5472
2023-07-19;14:00;5742;5848
2023-07-19;16:00;6685;5157
2023-07-19;18:00;6654;3121
2023-07-19;20:00;4906;481
2023-07-19;22:00;3360;0
2023-07-20;03:00;2150;0
2023-07-20;18:00;1632;2811
2023-07-20;20:00;2070;423
2023-07-20;22:00;1974;0
2023-07-21;00:00;2130;0
2023-07-21;01:00;2294;0
2023-07-21;06:00;2609;37
2023-07-21;08:00;1993;1397
2023-07-21;14:00;3247;5543
2023-07-21;20:00;3607;475
2023-07-22;04:00;1446;0
2023-07-22;06:00;1661;48
2023-07-22;14:00;6301;6434
2023-07-22;15:00;6673;6205
2023-07-22;16:00;7235;5602
2023-07-22;17:00;7431;4512
2023-07-22;18:00;7304;3117
2023-07-22;22:00;4095;0
2023-07-23;00:00;7712;0
2023-07-23;02:00;9048;0
2023-07-23;04:00;8891;0
2023-07-23;17:00;8254;3502
2023-07-24;01:00;4437;0
2023-07-24;08:00;4181;931
2023-07-24;20:00;4214;392
2023-07-24;22:00;3327;1
2023-07-25;13:00;5813;5020
2023-07-26;00:00;2959;0
2023-07-26;05:00;2668;1
2023-07-26;06:00;2531;33
2023-07-26;07:00;2386;438
2023-07-26;09:00;1446;2884
2023-07-26;11:00;2145;4808
2023-07-26;12:00;2521;5244
2023-07-26;17:00;3810;4056
2023-07-27;03:00;6486;0
2023-07-27;07:00;8540;361
2023-07-27;16:00;9437;5270
2023-07-28;03:00;3871;0
2023-07-28;15:00;5449;5109
2023-07-29;07:00;3887;340
2023-07-29;10:00;4741;3436
2023-07-29;19:00;5868;1242
2023-07-29;21:00;4369;23
2023-07-30;00:00;4461;1
2023-07-30;03:00;5627;0
2023-07-30;06:00;5035;25
2023-07-30;17:00;7894;3935
2023-07-30;20:00;6776;386
2023-07-30;23:00;6110;0
2023-07-31;08:00;8639;1468
2023-07-31;10:00;10161;4364
2023-07-31;12:00;11189;5889
2023-07-31;19:00;11307;1299
2023-07-31;20:00;10714;282
2023-09-01;04:00;4609;2
2023-09-01;07:00;5427;112
2023-09-01;15:00;2808;5854
2023-09-01;20:00;991;43
2023-09-01;21:00;969;1
2023-09-02;04:00;2604;2
2023-09-02;12:00;1295;5002
2023-09-02;16:00;1741;4011
2023-09-02;17:00;2012;2995
2023-09-02;21:00;3474;1
2023-09-02;22:00;4509;1
2023-09-03;04:00;3184;2
2023-09-03;12:00;1717;6317
2023-09-03;16:00;3188;5049
2023-09-04;01:00;6889;1
2023-09-04;11:00;3699;5565
2023-09-04;13:00;4164;6697
2023-09-04;14:00;4523;6600
2023-09-04;20:00;6587;30
2023-09-04;21:00;7447;1
2023-09-05;03:00;6542;1
2023-09-05;09:00;3813;2478
2023-09-05;12:00;1674;6228
2023-09-05;13:00;1480;6571
2023-09-05;17:00;913;3501
2023-09-05;21:00;2303;1
2023-09-06;03:00;2557;1
2023-09-06;04:00;2314;2
2023-09-06;06:00;2270;4
2023-09-06;10:00;935;4383
2023-09-06;11:00;777;5645
2023-09-06;12:00;754;6447
2023-09-06;21:00;2922;1
2023-09-07;02:00;2630;1
2023-09-07;04:00;2263;2
2023-09-01;03:00;4738;1
2023-09-07;05:00;2213;3
2023-09-01;11:00;4635;5379
2023-09-07;08:00;2604;1053
2023-09-01;14:00;3209;6171
2023-09-07;09:00;1755;2928
2023-09-02;06:00;1949;4
2023-09-07;16:00;788;5307
2023-09-02;08:00;1567;840
2023-09-08;16:00;598;5334
2023-09-02;23:00;4684;1
2023-09-09;02:00;1473;1
2023-09-03;09:00;1806;2705
2023-09-09;09:00;1393;2930
2023-09-03;11:00;1358;5679
2023-09-09;12:00;663;6716
2023-09-03;13:00;2180;6607
2023-09-09;13:00;728;6982
2023-09-03;23:00;7912;1
2023-09-09;17:00;705;3959
2023-09-04;00:00;7230;1
